ODB-ID;Gemeinde;Ort;PLZ;Strasse / Nr.;Ensemble;Objekt;publiziertes PDF;GVZ Nr.;Baujahr;Einstufung;Datum Erlass;Erlass;Eigentumsbeschränkung;Grundbucheintrag;E-Koordinate;N-Koordinate
Objekt 5108;Andelfingen;Andelfingen;8450;Felsenhofstrasse 2;Andelfingen: Bauernhof «Felsenhof»;Bauernwohnhaus «Oberer Felsenhof»;;03000119;1750~1751;regional;;;PD;17.04.2003;2693304;1272394
Objekt 5107;Andelfingen;Andelfingen;8450;"Felsenhofstrasse 8; Felsenhofstrasse 8a";Andelfingen: Bauernhof «Felsenhof»;Bauernwohnhaus «Unterer Felsenhof»;;03000120;1751;regional;;;PD;13.12.1976;2693297;1272386
Objekt 5551;Andelfingen;Andelfingen;8450;Landstrasse 45 bei;;Dorfbrunnen;;;1;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2693273;1272312
Objekt 4708;Andelfingen;Andelfingen;8450;Neugutstrasse 15 bei;Andelfingen: Turmuhrenfabrik Mäder AG;Druckrohr;;;1874;regional;;;-;;2694178;1272477
Objekt 5109;Andelfingen;Andelfingen;8450;Strehlgasse 4;Andelfingen: «Lindenmühle»;Ehem. Mühle «Lindenmühle»;;03000124;1811;kantonal;;;PD;10.06.2015;2693271;1272344
Objekt 15890;Andelfingen;Andelfingen;8450;Neugutstrasse 2;;Ehem. Mühle «Neumühle»;;03000181;1802;-;;;PD;11.02.1977;2693441;1272492
Objekt 5259;Andelfingen;Andelfingen;8450;Schlossgasse 33;Andelfingen: Steinmühle;Ehem. Mühle, «Steinmühle»;;03000126;1549~1752;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;PD;06.04.1972;2693222;1272353
Objekt 5110;Andelfingen;Andelfingen;8450;Obermühlestrasse 7;Andelfingen: «Obermühle» mit Nebengebäuden;Ehem. Oekonomiegebäude;;03000039;1823;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;PD;20.06.1988;2693386;1272257
Objekt 15099;Andelfingen;Andelfingen;8450;Thurtalstrasse 8;;Ehem. Schmiede;;03000024;1800;-;;;PD;22.12.1976;2693358;1272299
Objekt 4709;Andelfingen;Andelfingen;8450;Neugutstrasse 15 bei;Andelfingen: Turmuhrenfabrik Mäder AG;Einlauf in Turbinenschacht;;;1874;regional;;;-;;2694180;1272530
Objekt 5548;Andelfingen;Kleinandelfingen;8451;;;Eisenbahnbrücke;;;1;regional;;;-;;2694508;1272649
Objekt 5101;Andelfingen;Andelfingen;8450;Schlossgasse 14 bei;Andelfingen: Schloss Andelfingen;Gartenpavillon Schloss Andelfingen;;03000081;1854;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2693532;1272433
Objekt 5026;Andelfingen;Andelfingen;8450;Landstrasse 38;;Gasthaus «Zum Löwen»;;03000018;1840;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2693295;1272261
Objekt 15125;Andelfingen;Andelfingen;8450;Obermühlestrasse 12;;Gaststallungen, ehem.;;03000029;1730;-;;;PD;08.10.1980;2693317;1272280
Objekt 13332;Andelfingen;Andelfingen;8450;Schlossgasse 11;Andelfingen: Bauernhäuser, ehem.;Gebäude 1;;03000097;1850;-;;;PD;29.03.1977;2693365;1272397
Objekt 5105;Andelfingen;Andelfingen;8450;Thurtalstrasse 1;;Gerichtshaus;;03000114;1833;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2693296;1272325
Objekt 3726;Andelfingen;Andelfingen;8450;Bahnhofplatz SBB 1 bei;Andelfingen: Bahnhofanlage Andelfingen;Güterschuppen;;03000266;1870;regional;;;-;;2693162;1272192
Objekt 5417;Andelfingen;Andelfingen;8450;Landstrasse 34;Andelfingen: Kantonalbank;Hauptgebäude;;03000200;1915;regional;;;-;;2693312;1272168
Objekt 5094;Andelfingen;Andelfingen;8450;"Obermühlestrasse 11; Obermühlestrasse 13";Andelfingen: «Obermühle» mit Nebengebäuden;Hauptgebäude mit Scheune und Zwischenbau;;03000037;1730~1854;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;ÖREB;29.10.2001;2693387;1272239
Objekt 13420;Andelfingen;Andelfingen;8450;Haldenweg 6;;Haus Zur Schleife;;03000173;1650;-;;;PD;12.08.1975;2693389;1272463
Objekt 15883;Andelfingen;Andelfingen;8450;Im Winkel 5;Andelfingen: Bauernhäuser mit Scheunen, ehem.;Hausteil 1;;03000044;1681;-;;;PD;20.06.1983;2693416;1272293
Objekt 14541;Andelfingen;Andelfingen;8450;Thurtalstrasse 19;Andelfingen: Doppelbauernhaus, ehem.;Hausteil 1;;03000073;1700~1799;-;;;PD;03.09.1979;2693428;1272356
Objekt 13411;Andelfingen;Andelfingen;8450;Strehlgasse 10;Andelfingen: Reihenhäuser;Hausteil 1;;03000128;1978;-;;;PD;03.07.1978;2693229;1272342
Objekt 5103;Andelfingen;Andelfingen;8450;Schlossgasse 18;Andelfingen: Wohnhaus;Hausteil 1;;03000092;1902;regional;;;PD;12.01.1977;2693332;1272437
Objekt 13379;Andelfingen;Andelfingen;8450;Schlossgasse 21;Andelfingen: Reihenwohnhaus;Hausteil 1;;03000160;1600~1699;-;;;PD;22.08.1995;2693276;1272391
Objekt 13339;Andelfingen;Andelfingen;8450;Schlossgasse 7;Andelfingen: Reihenwohnhaus;Hausteil 1;;03000099;1740;-;;;PD;20.06.1980;2693391;1272382
Objekt 5102;Andelfingen;Andelfingen;8450;Schlossgasse 16;Andelfingen: Wohnhaus;Hausteil 2;;03000093;1725;regional;;;-;;2693329;1272428
Objekt 15118;Andelfingen;Andelfingen;8450;Obermühlestrasse 2;Andelfingen: Bauernhaus, ehem.;Hausteil 2;;03000027;1720;-;;;PD;07.06.1985;2693348;1272251
Objekt 15884;Andelfingen;Andelfingen;8450;Schlossgasse 2;Andelfingen: Doppelbauernhaus, ehem.;Hausteil 2;;03000074;1700~1881;-;;;PD;07.02.1984;2693420;1272362
Objekt 15892;Andelfingen;Andelfingen;8450;Schlossgasse 23;Andelfingen: Reihenwohnhaus;Hausteil 2;;03000632;1780;-;;;PD;22.08.1995;2693272;1272390
Objekt 15886;Andelfingen;Andelfingen;8450;Felsenhofstrasse 4;Andelfingen: Bauernhaus, ehem.;Hausteil 2;;03000117;1830;-;;;PD;16.10.1985;2693318;1272383
Objekt 15387;Andelfingen;Andelfingen;8450;Thurtalstrasse 20;Andelfingen: Bauernhäuser, ehem.;Hausteil 3;;03000059;1750;-;;;PD;24.12.1975;2693452;1272334
Objekt 14545;Andelfingen;Andelfingen;8450;Haldenweg 2;Andelfingen: Bauernhäuser, ehem.;Hausteil 3;;03000167;1800;-;;;PD;06.04.1976;2693306;1272431
Objekt 15889;Andelfingen;Andelfingen;8450;Haldenweg 10;Andelfingen: Ehem. Doppelbauernhaus «Zur Halde»;Hausteil Nord;;03000172;1606~1812;-;;;PD;13.07.2000;2693337;1272495
Objekt 14546;Andelfingen;Andelfingen;8450;Haldenweg 8;Andelfingen: Ehem. Doppelbauernhaus «Zur Halde»;Hausteil Süd;;03000171;1606;-;;;PD;13.07.2000;2693335;1272484
Objekt 7080;Andelfingen;Andelfingen;8450;Kirchweg;Andelfingen: Ref. Kirche mit Anbau;Kirche, ref.;;03000251;1667~1864;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2693240;1272306
Objekt 5261;Andelfingen;Andelfingen;8450;Schlossgasse 24;;Kleinbauernhaus, ehem.;;03000156;1471~1660;regional;06.11.2002;BDV Nr. 0540/2002 Einzelaufstufung;PD;17.04.2003;2693240;1272397
Objekt 1298;Andelfingen;Andelfingen;8450;;Andelfingen/Laufen-Uhwiesen: Sperrstelle 600;Kommandoposten 1 A05445;;;1;regional;;;-;;2693421;1272133
Objekt 1299;Andelfingen;Andelfingen;8450;;Andelfingen/Laufen-Uhwiesen: Sperrstelle 600;Kommandoposten 2 A05445;;;1;regional;;;-;;2693429;1272165
Objekt 4781;Andelfingen;Andelfingen;8450;Neugutstrasse 15;Andelfingen: Turmuhrenfabrik Mäder AG;Magazin;;03000187;1874;regional;;;-;;2694187;1272533
Objekt 5313;Andelfingen;Andelfingen;8450;Haldenmühle;Andelfingen: «Haldenmühle»;Mühlenanbau;;03000176;1901;kantonal;07.11.2007;BDV Nr. 3048/2007 Einzelaufstufung;ÖREB;11.01.2008;2693413;1272482
Objekt 5416;Andelfingen;Andelfingen;8450;Landstrasse 34a;Andelfingen: Kantonalbank;Nebengebäude;;03000201;1917;regional;;;-;;2693336;1272180
Objekt 5424;Andelfingen;Andelfingen;8450;Bodenwiesstrasse 4;Andelfingen: Schulanlage Hofwisen;Oberstufenschulhaus Trakt A (ehem. Sekundarschulhaus);;03000413;1959~1960;regional;;;-;;2693036;1272597
Objekt 5427;Andelfingen;Andelfingen;8450;"Bodenwiesstrasse 4; Hofwiesenstrasse 9; Hofwiesenstrasse 11";Andelfingen: Schulanlage Hofwisen;Oberstufenschulhaus Trakt B mit Turnhalle und Abwartswohnung;;03000413;1968~1969;regional;;;-;;2693000;1272589
Objekt 5426;Andelfingen;Andelfingen;8450;Bodenwiesstrasse 4;Andelfingen: Schulanlage Hofwisen;Oberstufenschulhaus Trakt C;;03000413;1981~1982;regional;;;-;;2692987;1272630
Objekt 5100;Andelfingen;Andelfingen;8450;Schlossgut;Andelfingen: Schloss Andelfingen;Oekonomiegebäude, Holzschopf Schloss Andelfingen;;03000080;1884;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2693544;1272399
Objekt 5099;Andelfingen;Andelfingen;8450;Schlossgasse 10;Andelfingen: Schloss Andelfingen;Orangerie Schloss Andelfingen;;03000079;1868;kantonal;19.12.1979;RRB 5113/1979 Liste Kanton;PD;09.06.1982;2693403;1272392
Objekt 5419;Andelfingen;Andelfingen;8450;"Landstrasse 45; Landstrasse 47";;Pfarrhaus ref., ehem.;;03000255;1961;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;PD;10.12.1959;2693262;1272288
Objekt 5098;Andelfingen;Andelfingen;8450;Schlossgasse 12;Andelfingen: Schloss Andelfingen;Pförtnerhaus;;03000082;1546~1589;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;PD;15.06.1972;2693382;1272414
Objekt 5421;Andelfingen;Andelfingen;8450;Landstrasse 69;Andelfingen: Schulanlage Hofwisen;Primarschulhaus;;03000213;1876~1877;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;PD;21.02.1990;2693136;1272466
Objekt 5527;Andelfingen;Andelfingen;8450;"Hofwiesenstrasse 5; Hofwiesenstrasse 7";Andelfingen: Schulanlage Hofwisen;Primarschulhaus mit angebauter Abwartswohnung;;03000329;1976~1977;regional;;;-;;2693042;1272494
Objekt 5260;Andelfingen;Andelfingen;8450;Schlossgasse 33;Andelfingen: Steinmühle;Scheune und Stallungen;;03000150;1835;regional;;;-;;2693204;1272362
Objekt 5097;Andelfingen;Andelfingen;8450;Schlossgasse 14;Andelfingen: Schloss Andelfingen;Schloss mit Nebenbauten;;03000083;1782~1929;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;PD;09.06.1982;2693370;1272441
Objekt 5096;Andelfingen;Andelfingen;8450;Schlossgasse 12 bei;Andelfingen: Schloss Andelfingen;Schlossbrunnen;;;1786;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2693388;1272426
Objekt 5095;Andelfingen;Andelfingen;8450;Schlossgasse;Andelfingen: Schloss Andelfingen;Schlosspark;;;1800;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2693532;1272433
Objekt 5106;Andelfingen;Andelfingen;8450;Felsenhofstrasse 8a bei;Andelfingen: Bauernhof «Felsenhof»;Schopf und Waschhaus;;03000121;1848;regional;;;PD;13.12.1976;2693294;1272362
Objekt 5428;Andelfingen;Andelfingen;8450;Hofwiesenstrasse 1;Andelfingen: Schulanlage Hofwisen;Schul- und Gemeindebibliothek;;03000329;1980~1981;regional;;;-;;2693105;1272469
Objekt 5429;Andelfingen;Andelfingen;8450;Hofwiesenstrasse 5 bei;;Schulhausbrunnen von 1977;;;1977;regional;;;-;;2693044;1272471
Objekt 5111;Andelfingen;Andelfingen;8450;Obermühlestrasse 9;Andelfingen: «Obermühle» mit Nebengebäuden;Speicher und Kellergebäude;;03000038;1824;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;PD;07.06.1984;2693407;1272241
Objekt 5265;Andelfingen;Andelfingen;8450;Landstrasse bei 82;Andelfingen: «Haldenmühle»;Stallscheune der «Haldenmühle»;;03000177;1800~1948;kantonal;07.11.2007;BDV Nr. 3048/2007;ÖREB;11.01.2008;2693426;1272475
Objekt 5418;Andelfingen;Andelfingen/Kleinandelfingen;8450;"Landstrasse; Schaffhauserstrasse";;Thurbrücke;;03000192;1814~1815;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2693470;1272558
Objekt 5422;Andelfingen;Andelfingen;8450;Hofwiesenstrasse 3;Andelfingen: Schulanlage Hofwisen;Turnhalle;;03000329;1933~1934;regional;;;-;;2693093;1272493
Objekt 5262;Andelfingen;Andelfingen;8450;"Schlossgasse 37; Strehlgasse 21";Andelfingen: Untermühle;Untermühle;;03000143;1860;regional;;;-;;2693172;1272362
Objekt 3728;Andelfingen;Andelfingen;8450;Bahnhofplatz SBB 2;Andelfingen: Bahnhofanlage Andelfingen;WC-Gebäude;;03000267;1870;regional;;;-;;2693224;1272216
Objekt 4712;Andelfingen;Andelfingen;8450;Obermühlestrasse 11 bei;Andelfingen: «Obermühle» mit Nebengebäuden;WR Andelfingen 8, Wasserkraftanlage mit Turbine;;;1~1937;regional;;;-;;2693393;1272226
Objekt 3727;Andelfingen;Andelfingen;8450;"Humlikonerstrasse; Bahnhofplatz SBB 1 bei";Andelfingen: Bahnhofanlage Andelfingen;Waaghäuschen;;03000269;1902;regional;;;-;;2693186;1272212
Objekt 5263;Andelfingen;Andelfingen;8450;Strehlgasse 19 bei;Andelfingen: Untermühle;Waschhaus;;03000142;1870;regional;;;-;;2693181;1272347
Objekt 5314;Andelfingen;Andelfingen;8450;Landstrasse bei 80;Andelfingen: «Haldenmühle»;Waschhaus und Remise;;03000179;1847;kantonal;07.11.2007;BDV Nr. 3048/2007 Einzelaufstufung;ÖREB;11.01.2008;2693384;1272507
Objekt 15130;Andelfingen;Andelfingen;8450;Obermühlestrasse 15;;Waschhaus «Löwenhof»;;03000033;1700~1799;-;;;PD;14.02.1990;2693350;1272220
Objekt 4713;Andelfingen;Andelfingen;8450;Haldenmühle;"Andelfingen: «Haldenmühle»; Andelfingen: Wasserkraftanlage der Haldenmühle Vers. Nr. 176 mit Radhaus, Mühlenkeller mit Turbine";Wasserkraftanlage der Haldenmühle WR Andelfingen 13 im Gebäude Vers. Nr. 176;;;1800;kantonal;;;-;;2693405;1272478
Objekt 15070;Andelfingen;Andelfingen;8450;Landstrasse 63;;Wirtschaft «Zum Rank»;;03000217;1840;-;;;PD;10.11.2000;2693100;1272382
Objekt 15032;Andelfingen;Andelfingen;8450;Landstrasse 40;;Wohn- und Geschäftshaus «Zur alten Post»;;03000019;1800;-;;;PD;27.04.1976;2693302;1272278
Objekt 5267;Andelfingen;Andelfingen;8450;Schlossgasse 26;;Wohnhaus Alte Kanzlei;;03000151;1697~1698;-;;;PD;07.04.1981;2693224;1272407
Objekt 5104;Andelfingen;Andelfingen;8450;Thurtalstrasse 15;;Wohnhaus mit ehem. Bäckerei;;03000104;1912;regional;;;-;;2693383;1272342
Objekt 5312;Andelfingen;Andelfingen;8450;Landstrasse 80;Andelfingen: «Haldenmühle»;Wohnhaus und ehem. Mühle «Haldenmühle»;;03000175;1800;kantonal;07.11.2007;BDV Nr. 3048/2007 Einzelaufstufung;ÖREB;11.01.2008;2693404;1272492
Objekt 15078;Andelfingen;Andelfingen;8450;Landstrasse 55;;Wohnhaus, sog. «Gublerhaus»;;03000243;1856;regional;03.08.2012;BDV Nr. 3043/2012;ÖREB;12.10.2012;2693113;1272294
Objekt 5420;Andelfingen;Andelfingen;8450;Kirchweg 4;Andelfingen: Ref. Kirche mit Anbau;Wohnhaus, sog. «Lüthi-Haus»;;03000251;1750;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2693216;1272294
Objekt 5549;Bachenbülach;Bachenbülach;8184;Dorfstrasse 24;Bachenbülach: Vielzweckbauernhaus mit Nebengebäude;Ehem. Bauernhaus mit Trottbaum;;05100046;1600~1700;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;PD;28.11.1972;2683601;1261913
Objekt 5696;Bachenbülach;Bachenbülach;8184;Zürichstrasse 44;;Gasthof «Zur Rose»;;05100072;1912;regional;;;-;;2683462;1262043
Objekt 5550;Bachenbülach;Bachenbülach;8184;Dorfstrasse 24a;Bachenbülach: Vielzweckbauernhaus mit Nebengebäude;Kellergebäude;;05100046;1862;regional;19.12.1979;RRB 5113/1979 Liste Kanton;PD;28.11.1972;2683616;1261919
Objekt 13534;Bachs;Bachs;8164;Mulflen 7;;Bauernhaus;;08100228;1700~1799;-;;;PD;06.08.1992;2674183;1264626
Objekt 13477;Bachs;Bachs;8164;Bachsertalstrasse 30;;Bauernhaus;;08100079;1843;-;;;PD;23.02.1983;2675548;1264416
Objekt 5554;Bachs;Bachs;8164;Widemstrasse 8;Bachs: Hofgruppe Widem;Bauernhaus;;08100062;1643;regional;;;-;;2675492;1264519
Objekt 13499;Bachs;Bachs;8164;Neumühle 125;;Bauernhaus;;08100125;1878;-;;;PD;09.11.1983;2674179;1265413
Objekt 13506;Bachs;Bachs;8164;Rüebisberg 10;;Bauernhaus;;08100181;1862;-;;;PD;14.12.1989;2672913;1265644
Objekt 13525;Bachs;Bachs;8164;Mulflenstrasse 18;Bachs: Bauernhof «Birkenhof»;Bauernhaus;;08100222;1848;-;;;PD;19.11.1981;2674089;1264648
Objekt 13548;Bachs;Bachs;8164;"Chilegass 8; Chilegass 6";;Bauernhaus;;08100294;1700~1799;-;;;PD;23.12.1991;2675324;1264235
Objekt 13501;Bachs;Bachs;8164;Hueb 6;;Bauernhaus;;08100137;1820;-;;;PD;11.10.1988;2673685;1265680
Objekt 13516;Bachs;Bachs;8164;Rüebisberg 6;;Bauernhaus, ehem.;;08100189;1793;-;;;PD;09.08.1972;2672974;1265478
Objekt 13458;Bachs;Bachs;8164;Oberdorfstrasse 4;;Bauernhaus, ehem.;;08100039;1785;-;;;PD;13.04.1978;2675633;1264378
Objekt 13535;Bachs;Bachs;8164;Mulflenstrasse 3;Bachs: Bauernhof, ehem.;Bauernhaus, ehem.;;08100238;1868;-;;;PD;11.07.1984;2674244;1264634
Objekt 13568;Bachs;Bachs;8164;Gmeindhusweg 12;;Bauernhaus, ehem.;;08100305;1831;-;;;PD;28.04.1981;2675376;1264229
Objekt 13454;Bachs;Bachs;8164;Bachsertalstrasse 40;;Bauernhaus, ehem.;;08100033;1764;-;;;PD;30.05.1978;2675601;1264387
Objekt 13465;Bachs;Bachs;8164;Oberdorfstrasse 17;;Bauernhaus, ehem.;;08100057;1800~1899;-;;;PD;16.01.1978;2675576;1264506
Objekt 110;Bachs;Bachs;8164;Hodleterstrasse 2;;Ehem. Bauernhaus;;08100328;1550;regional;28.01.1998;RRB Nr. 0207/1998 Einzelaufstufung;PD;01.04.1998;2675390;1264111
Objekt 15812;Bachs;Bachs;8164;Wattwilerstrasse;;Gedenkstein Pt. 581;;;2007;kantonal;;;-;;2674417;1263193
Objekt 13561;Bachs;Bachs;8164;Gmeindhusweg 8;;Gemeindehaus;;08100301;1700~1799;-;;;PD;25.03.1974;2675372;1264275
Objekt 14547;Bachs;Bachs;8164;Bachsertalstrasse 26;Bachs: Bauernhaus, abgebrannt und wiederaufgebaut;Hausteil West, abgebrannt und wiederaufgebaut;;08100151;1996;-;;;PD;11.03.1996;2675502;1264409
Objekt 5727;Bachs;Bachs;8164;Chilegass 4a;Bachs: Pfrundliegenschaft;Holzschopf;;08100299;1760;regional;19.12.1974;RRB Nr. 5113/1979 Liste Kanton;PD;11.12.1974;2675343;1264282
Objekt 1;Bachs;Bachs;8164;Bachsertalstrasse 40a;;Kellergebäude, ehem. Wirtshauskeller;;08100035;1828;regional;;;-;;2675613;1264403
Objekt 5730;Bachs;Bachs;8164;Chilegass 2;;Kirche, ref.;;08100300;1714;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2675357;1264294
Objekt 15969;Bachs;Bachs;8164;Bungertweg 3;;Kleinbauernhaus, ehem.;;08100255;1936;-;;;PD;03.05.1977;2675086;1264191
Objekt 5728;Bachs;Bachs;8164;Chilegass 4;Bachs: Pfrundliegenschaft;Pfarrhaus, ref.;;08100297;1760;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;PD;11.12.1974;2675330;1264275
Objekt 714;Bachs;Bachs;8164;Thalmühle 5a;Bachs: Hofgruppe Thalmühle;Scheune;;08100171;1852;regional;;;-;;2673236;1265802
Objekt 715;Bachs;Bachs;8164;Thalmühle 9;Bachs: Hofgruppe Thalmühle;Speicher;;08100174;1864;regional;;;PD;24.11.1993;2673199;1265804
Objekt 5553;Bachs;Bachs;8164;Widemstrasse 8a;Bachs: Hofgruppe Widem;Speicher;;08100063;1790;regional;13.11.2000;BDV Nr. 0600/2000 Einzelaufstufung;PD;16.01.2001;2675462;1264530
Objekt 13485;Bachs;Bachs;8164;Bachsertalstrasse 33b;;Speicher;;08100086;1678;-;;;PD;19.03.1980;2675517;1264444
Objekt 13578;Bachs;Bachs;8164;Poststrasse 19;;Trotte, ehem.;;08100321;1835;-;;;PD;15.12.1982;2675380;1264192
Objekt 5552;Bachs;Bachs;8164;Widemstrasse 10b;Bachs: Hofgruppe Widem;Wagenschopf;;08100061;1790;regional;;;-;;2675508;1264492
Objekt 5729;Bachs;Bachs;8164;Chilegass 4b;Bachs: Pfrundliegenschaft;Waschhaus;;08100298;1976;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;PD;11.12.1974;2675319;1264285
Objekt 13460;Bachs;Bachs;8164;Oberdorfstrasse  10;Bachs: Bauernhof «Oberdorfstrasse»;Wohnhaus;;08100043;1876;-;;;PD;02.05.1979;2675668;1264403
Objekt 15971;Bachs;Bachs;8164;"Sternenstrasse 30; Sternenstrasse 28";;Wohnhaus mit Restaurant «Neuhof»;;08100345;1804;-;;;PD;14.11.1984;2675502;1264091
Objekt 713;Bachs;Bachs;8164;"Thalmühle 5; Thalmühle 7";Bachs: Hofgruppe Thalmühle;Wohnhaus/ehem. Mühle;;08100172;1764~1854;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2673217;1265814
Objekt 6121;Bassersdorf;Bassersdorf;8303;"Opfikonerstrasse 21; Opfikonerstrasse 23";Bassersdorf: Primarschulanlage Geeren;Abwartshaus;;;1972;regional;;;-;;2689328;1255328
Objekt 6264;Bassersdorf;Baltenswil;8303;Neue Winterthurerstrasse 40;Bassersdorf: Landheim Brüttisellen;Ehem. Gasthaus «Schwanen», heute Jugendheim;;05201236;1843~1845;kantonal;19.12.1979;RRB Nr. 3235/1982 Glattal, RRB Nr. 5113/1979 Liste Kanton;ÖREB;30.08.2001;2690490;1253688
Objekt 6261;Bassersdorf;Bassersdorf;8303;Winterthurerstrasse 25;Bassersdorf: Gasthof «Zum Adler»;Gasthof, ehem. «Zum Adler»;;05200525;1790;regional;19.12.1979;RRB Nr. 3235/1982 Glattal, RRB Nr. 5113/1979 Liste Kanton;PD;02.12.1991;2689936;1255552
Objekt 6263;Bassersdorf;Bassersdorf;8303;Karl Hügin-Platz 2;;Gemeindehaus, ehem. ref. Pfarrhaus;;05200943;1740;regional;19.12.1979;RRB 3235/1982 Glattal, RRB 5113/1979 Liste Kanton;-;;2689802;1255372
Objekt 6113;Bassersdorf;Bassersdorf;8303;Gerlisbergstrasse 4a;;Kirche, ref.;;05200465;1534~1663;regional;19.12.1979;RRB Nr. 3235/1982 Glattal, RRB Nr. 5113/1979 Liste Kanton;-;;2689687;1255512
Objekt 6112;Bassersdorf;Bassersdorf;8303;Opfikonerstrasse 25;Bassersdorf: Primarschulanlage Geeren;Klassentrakt mit Singssaal;;05200143;1972;regional;;;-;;2689284;1255359
Objekt 6111;Bassersdorf;Bassersdorf;8303;Klotenerstrasse 1;;Primarschulhaus, altes;;05200001;1903;regional;;;-;;2689722;1255402
Objekt 13696;Bassersdorf;Bassersdorf;8303;Schulhausplatz;;Schmiede, ehem.;;05200958;1800;-;;;PD;25.11.1986;2689754;1255366
Objekt 6122;Bassersdorf;Bassersdorf;8303;Opfikonerstrasse 25a;Bassersdorf: Primarschulanlage Geeren;Sporttrakt mit Turnhalle und Schwimmbad;;;1972;regional;;;-;;2689302;1255297
Objekt 6262;Bassersdorf;Bassersdorf;8303;Sagiweg 11;Bassersdorf: Alte Sägerei mit Wasserkraftanlage;Sägereigebäude;;05200636;1800;regional;19.12.1979;RRB Nr. 3235/1982 Glattal, RRB Nr. 5113/1979 Liste Kanton;ÖREB;30.10.2018;2690285;1255747
Objekt 148;Bauma;Bauma;8494;Wellenau 21;Bauma: Primarschulanlage Wellenau;Abwartswohnhaus;;29700105;1958~1959;regional;;;-;;2710791;1247123
Objekt 16125;Bauma;Bauma;8494;Blumenauweg 9;;Alters- und Pflegeheim «Blumenau»;;29700982;1898;-;;;PD;19.01.1996;2711947;1246530
Objekt 1146;Bauma;;8494;Bahnhofstrasse 12;Bauma: Bahnhof SBB Station Bauma;Bahnhofhalle DVZO;;29702332;1859~2015;regional;;;-;;2708798;1247426
Objekt 16087;Bauma;Bauma;8494;Siliseggstrasse 58;;Bauernhaus, ehem.;;29700298;1824~1831;-;;;PD;13.01.1975;2708590;1246732
Objekt 2485;Bauma;Sternenberg;8499;Aeberliswaldstrasse 17;;Bauernwohnhaus;;29703215;1784;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland;-;;2710426;1249077
Objekt 6411;Bauma;Bauma;8494;Schwendi 2;;Doppelwohnhaus und Gasthaus «Zur Schwendi»;;29700803;1772~1939;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland;PD;19.12.1977;2709346;1247093
Objekt 6387;Bauma;Bauma;8494;Tüfenbachstrasse 11;;Ehem. Bauern- und Handwerkerhaus;;29700180;1785;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland;ÖREB;25.06.2018;2710055;1247263
Objekt 6551;Bauma;Bauma;8494;Hörnlistrasse 1;Bauma: Ehem. Fabrikantenwohnhaus «Hörnliblick» mit Nebengebäude;Ehem. Fabrikantenwohnhaus «Hörnliblick»;;29700852;1828~1829;regional;04.11.1987;RRB Nr. 3488/1987 Zürcher Oberland;ÖREB;25.01.1994;2708726;1247290
Objekt 6552;Bauma;Bauma;8494;Hörnlistrasse 3;Bauma: Ehem. Fabrikantenwohnhaus «Hörnliblick» mit Nebengebäude;Ehem. Gemeindeschlachthaus;;29700853;1828~1829;regional;04.11.1987;RRB Nr. 3488/1987 Zürcher Oberland;ÖREB;25.01.1994;2708708;1247294
Objekt 156;Bauma;Bauma;8494;Müliweg 6;Bauma: Ehem. Mühle und ehem. Spinnerei;Ehem. Mühle und Verbindungsgang;;29700896;1;regional;;;-;;2708553;1247265
Objekt 155;Bauma;Bauma;8494;Müliweg 8;Bauma: Ehem. Mühle und ehem. Spinnerei;Ehem. Spinnerei;;29700895;1;regional;;;-;;2708548;1247245
